# GitHub repository-search snapshot
# Query family: webmcp created:YYYY-MM-DD fork:false
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: repositories created from 2026-08-25 through 2026-09-02 inclusive.
# Important: a search match is not proof that the repository implements the current WebMCP API.
# Columns: repo, created_at, stars, language, description, homepage, github_url
repo	created_at	stars	language	description	homepage	github_url
hernanjrestrepo/arclo	2026-08-28T02:03:34Z	0	Python	Job search, agent-native — built for the WebMCP Challenge		https://github.com/hernanjrestrepo/arclo
jasonyannn/prompt-lab	2026-08-28T01:59:58Z	0	TypeScript	A prompt library that exposes its functionality to AI agents through the browser-native WebMCP document.modelContext API.		https://github.com/jasonyannn/prompt-lab
kaseyho/Launchpad	2026-08-28T16:33:00Z	0	TypeScript	WebMCP Hackathon	https://launchpad-nine-sand.vercel.app	https://github.com/kaseyho/Launchpad
keisary/webMCP-hackaton	2026-08-28T21:34:13Z	0	JavaScript			https://github.com/keisary/webMCP-hackaton
kingggg5/2030mcp-linkup	2026-08-28T22:20:31Z	0	TypeScript	WebMCP disaster-recovery demo — tell one story, the agent sorts the steps, the human approves every send.	https://2030mcp-linkup.vercel.app	https://github.com/kingggg5/2030mcp-linkup
kmorope/merch-store-mcp	2026-08-28T18:40:30Z	0	JavaScript	Local MCP server that lets any agent drive the Twilio Merch Store demo's WebMCP tools through your own Chrome.		https://github.com/kmorope/merch-store-mcp
kodaniel05/rabbit-hole	2026-08-28T02:25:58Z	0	TypeScript	An agent-native investigation canvas for humans and agents to explore questions together through WebMCP.		https://github.com/kodaniel05/rabbit-hole
latitude60/here4homes-webmcp-smart-job-brief	2026-08-28T04:48:48Z	0	JavaScript	Test-only WebMCP app that turns a homeowner's own words into a clear, safely gated home-job brief.	https://here4homes-smart-job-brief.manyhands.chatgpt.site/	https://github.com/latitude60/here4homes-webmcp-smart-job-brief
lossefanya/WebMCP	2026-08-28T19:00:43Z	0	TypeScript	Inject MCP on Web AI interfaces like ChatGPT, Claude, Gemini, Perplexity		https://github.com/lossefanya/WebMCP
ludobos/streaming-lens-webmcp	2026-08-28T18:03:32Z	0	TypeScript	An agent-native paywall: the WebMCP surface of a live streaming-research product, and the refusal envelope that makes its paid boundary legible to an agent.		https://github.com/ludobos/streaming-lens-webmcp
mahmoudelfeelig/SituationRoom	2026-08-28T10:01:35Z	0	JavaScript	A decision room simulation for OpenAI's WebMCP challenge		https://github.com/mahmoudelfeelig/SituationRoom
mihirduvedi/mechanism-canvas	2026-08-28T15:31:32Z	0	TypeScript	A shared organic chemistry workspace for learners and WebMCP agents.	https://mihirduvedi.github.io/mechanism-canvas/	https://github.com/mihirduvedi/mechanism-canvas
mikelninh/public-service-passport	2026-08-28T09:34:13Z	0	JavaScript	A citizen-first public service passport for safer benefit checks, reusable evidence and agent-assisted application preparation.	https://public-service-passport.netlify.app/	https://github.com/mikelninh/public-service-passport
miksyx-centax/know-before-yes	2026-08-28T03:53:23Z	0	JavaScript	Know Before Yes — Build Before You Buy. An SHG WebMCP decision-planning tool.		https://github.com/miksyx-centax/know-before-yes
miuuyy/watch-with-codex	2026-08-28T07:23:49Z	4	TypeScript	An event-driven WebMCP watch-along for Codex and ChatGPT.	https://watch-with-gpt.feodijnikita.chatgpt.site/	https://github.com/miuuyy/watch-with-codex
nafiyad/mutual-mesh	2026-08-28T19:18:40Z	0	TypeScript	Human-agent community coordination powered by WebMCP	https://mutual-mesh.kccdv717.chatgpt.site	https://github.com/nafiyad/mutual-mesh
nakaksh/revenue-radar-webmcp	2026-08-28T08:34:33Z	0	Python	Local-first WebMCP opportunity review prototype with tested tools, provenance records, and human approval gates.	https://nakaksh.github.io/revenue-radar-webmcp/	https://github.com/nakaksh/revenue-radar-webmcp
ngqinzhe/webmcp-studio	2026-08-28T03:34:33Z	0	TypeScript			https://github.com/ngqinzhe/webmcp-studio
nhc/fediverse-hashtag	2026-08-28T08:46:30Z	0	TypeScript	Near-real-time hashtag activity across the fediverse, with WebMCP tools that carry their provenance		https://github.com/nhc/fediverse-hashtag
no-1ne/visually	2026-08-28T00:29:24Z	0	TypeScript	Browser-first Canva-style image editor built with React, TypeScript, Konva, Zustand, shadcn, WebMCP, and Cloudflare Workers.		https://github.com/no-1ne/visually
noemaai-labs/noema-website	2026-08-28T18:10:54Z	0	TypeScript	Source snapshot of the Noema website and Blueprint setup experience.	https://noemaai.com	https://github.com/noemaai-labs/noema-website
o1-spec/mcpx	2026-08-28T07:32:43Z	0	TypeScript	Reliability runtime for WebMCP workflows with reconciliation, durability, and Saga compensation.		https://github.com/o1-spec/mcpx
officialsangolab/prompt-lab	2026-08-28T01:46:38Z	0	TypeScript	A prompt library that exposes its functionality to AI agents through the browser-native WebMCP document.modelContext API.		https://github.com/officialsangolab/prompt-lab
onegate-bot/webmcpgate	2026-08-28T21:50:23Z	0	TypeScript	Universal Autonomous Agent Readiness and WebMCP Test Harness & Gatekeeper for CI/CD and Web Crawlers		https://github.com/onegate-bot/webmcpgate
oscargutierrez527/learning-world-webmcp	2026-08-28T21:55:10Z	0	TypeScript			https://github.com/oscargutierrez527/learning-world-webmcp
quick007/clear	2026-08-28T05:22:57Z	0	TypeScript	A WebMCP-native OpenTelemetry observability platform for humans and their agents		https://github.com/quick007/clear
rahXephonz/airlock	2026-08-28T14:33:11Z	0	TypeScript	Capability firewall for the agentic web, provenance-aware policy enforcement for WebMCP.	airlock-console.netlify.app	https://github.com/rahXephonz/airlock
rakeshr/beforeapply	2026-08-28T11:16:57Z	0	JavaScript	BeforeApply: a human-agent WebMCP change-review workspace	https://webmcp-challenge.pages.dev/	https://github.com/rakeshr/beforeapply
ramonmnavarro-byte/personal-ledger-webmcp-demo	2026-08-28T19:50:15Z	0	TypeScript	Fictional privacy-first Personal Ledger WebMCP demo		https://github.com/ramonmnavarro-byte/personal-ledger-webmcp-demo
razzza/hail-webmcp-challenge	2026-08-28T09:46:02Z	0	JavaScript	public repo showcasing webMCP		https://github.com/razzza/hail-webmcp-challenge
remotemerge/data-canvas	2026-08-28T03:49:37Z	0	TypeScript	Local-first visual analytics workspace where humans and AI agents share the same data, state, and analytical context.	https://data-canvas.madansapkota.com	https://github.com/remotemerge/data-canvas
roberthuynh/boardspeak	2026-08-28T17:21:47Z	0	HTML	A live WebMCP board game where White clicks and Black speaks. Play it by hand. Play it by voice.	https://boardspeak.vercel.app	https://github.com/roberthuynh/boardspeak
robertonevarez/fullcalendar-webmcp-demo	2026-08-28T15:43:16Z	0	TypeScript	Live demo for FullCalendar WebMCP.	https://protocoltooling.com/demo	https://github.com/robertonevarez/fullcalendar-webmcp-demo
sabahattink/sealed	2026-08-28T00:07:00Z	0	TypeScript	Reusable WebMCP privacy boundary for agentic web apps — agents get decisions, not raw private values.	https://sealed-ten-chi.vercel.app	https://github.com/sabahattink/sealed
sapisos/webmcp-macadress	2026-08-28T19:09:58Z	0	JavaScript	A WebMCP app where a human and a browser agent triage a network's MAC addresses on one shared surface.	https://webmcp-macadress.pages.dev	https://github.com/sapisos/webmcp-macadress
scope-bid/scope-webmcp-adapter	2026-08-28T19:23:56Z	0	TypeScript	WebMCP adapter that exposes an existing MCP backend to an in-page agent as browser Site tools. MIT.		https://github.com/scope-bid/scope-webmcp-adapter
sergej87342-a11y/WebMCP-Challenge-2026	2026-08-28T05:51:54Z	0	JavaScript			https://github.com/sergej87342-a11y/WebMCP-Challenge-2026
shouryasarkar713/fieldward	2026-08-28T07:59:21Z	0	TypeScript	A live, shared trip-planning board — built to demonstrate the WebMCP open standard.	https://fieldward-beryl.vercel.app	https://github.com/shouryasarkar713/fieldward
sornkan/sornkan-forge	2026-08-28T12:02:52Z	0	HTML	Agent-native editor: humans and ChatGPT build a live Cloudflare Worker with D1 and R2 via WebMCP.	https://forge-worker-editor.sornkan.workers.dev	https://github.com/sornkan/sornkan-forge
splusb/Webmcp_integration	2026-08-28T14:01:59Z	0	TypeScript			https://github.com/splusb/Webmcp_integration
tdm291104/campaign-arena-webmcp	2026-08-28T09:49:10Z	0	HTML	AI-powered KOC campaign manager with WebMCP human-in-the-loop control	https://campaign-arena-webmcp.vercel.app	https://github.com/tdm291104/campaign-arena-webmcp
tokoh-ai/spacienta	2026-08-28T12:15:39Z	0	JavaScript	Collaborative spatial accessibility planning with WebMCP	https://spacienta.vercel.app	https://github.com/tokoh-ai/spacienta
toprakd-cerebras/prism	2026-08-28T10:18:41Z	0		Every topic, refracted. An agent-native learning app driven entirely over WebMCP.		https://github.com/toprakd-cerebras/prism
ummmiin/tree-radar-webmcp	2026-08-28T03:16:38Z	0	TypeScript	Tree Radar × WebMCP — agent-assisted exploration of official Taichung street-tree open data.	https://tree-radar-webmcp.vercel.app	https://github.com/ummmiin/tree-radar-webmcp
uzbmillioner-tech/tandem	2026-08-28T03:53:57Z	0	TypeScript	A restaurant back office where an AI agent reads everything and changes nothing alone. Every write is a costed proposal that blocks until a human decides. Built on WebMCP.	https://tandem-lac.vercel.app	https://github.com/uzbmillioner-tech/tandem
ventouris/Room-planner-with-WebMCP	2026-08-28T15:13:46Z	0	JavaScript	Project for the openAI challenge of WebMCP open standard		https://github.com/ventouris/Room-planner-with-WebMCP
vermanthegreat/commercegov-openai-webmcp	2026-08-28T17:25:14Z	0	JavaScript	WebMCP-powered commerce governance: AI agents can inspect and propose changes while production authority remains in CommerceGov.		https://github.com/vermanthegreat/commercegov-openai-webmcp
vijaybadana/graphcontract	2026-08-28T07:55:12Z	0	TypeScript	Human-approved agent workflow contracts powered by WebMCP		https://github.com/vijaybadana/graphcontract
webmcp1989-dev/openfinance	2026-08-28T21:15:44Z	0	PLpgSQL	OpenFinance Supplier Portal — 12 authenticated WebMCP tools for governed B2B invoice submission, exceptions, buyer cases, and remittance.	https://openfinance-ap.vercel.app	https://github.com/webmcp1989-dev/openfinance
xpajonx/threadline	2026-08-28T10:07:02Z	0	JavaScript	A localhost-first infinite-canvas workspace for research, writing, and WebMCP agents.		https://github.com/xpajonx/threadline
yadneshSalvi/hearth-webmcp	2026-08-28T18:54:44Z	0	HTML	Home interior design with human-agent collaboration through webmcp	https://hearth-wheat-ten.vercel.app	https://github.com/yadneshSalvi/hearth-webmcp
yfj898/openai-webmcp-challenge-2026	2026-08-28T02:30:01Z	0	TypeScript	PermitBench — a WebMCP-native least-privilege decision workspace for AI agents		https://github.com/yfj898/openai-webmcp-challenge-2026
zac/webmcp-card-table	2026-08-28T06:41:11Z	0	TypeScript	A two-player card table with direct controls and browser-native WebMCP tools		https://github.com/zac/webmcp-card-table
zac/webmcp-repo-board	2026-08-28T18:02:49Z	0	TypeScript	Real-time WebMCP task coordination for GitHub repositories		https://github.com/zac/webmcp-repo-board
zawarudo-coder/webmcp-hackathon	2026-08-28T21:31:55Z	0	JavaScript			https://github.com/zawarudo-coder/webmcp-hackathon
zekariasasaminew/incident-command	2026-08-28T17:44:29Z	0	JavaScript	A WebMCP-enabled incident war room for human-agent collaboration.		https://github.com/zekariasasaminew/incident-command
zhoism/runcard	2026-08-28T03:55:04Z	0	TypeScript	A shareable, validated record of an MD simulation — WebMCP tools for agents		https://github.com/zhoism/runcard
zlbdh/claimgate	2026-08-28T02:01:23Z	0	TypeScript	Privacy-safe lost-property claims powered by native WebMCP, with human-controlled evidence, approval, and handoff.		https://github.com/zlbdh/claimgate
652036/terra	2026-08-29T08:42:20Z	0	JavaScript	Cinematic 3D Earth globe for human–agent exploration, built for the OpenAI WebMCP Challenge.		https://github.com/652036/terra
AIoOS-67/mintpaw-webmcp-challenge	2026-08-29T04:32:33Z	0	JavaScript	MintPaw English WebMCP compatibility tools and incompatibility interception demo		https://github.com/AIoOS-67/mintpaw-webmcp-challenge
AccessLint/2D-webmcp-schema	2026-08-29T16:05:42Z	0	JavaScript			https://github.com/AccessLint/2D-webmcp-schema
AlanRoman117/prepwise-lite	2026-08-29T01:58:55Z	0	JavaScript	Smart pantry tracking and recipe management, privacy-first, with WebMCP agent tools.	https://prepwise.alanromangamedesign.com/	https://github.com/AlanRoman117/prepwise-lite
ArViskas/sitescope-webmcp	2026-08-29T07:56:09Z	0	TypeScript	WebMCP-powered website audit and migration assistant for humans and AI agents.		https://github.com/ArViskas/sitescope-webmcp
Ariel-GonzAguer/ethiscope-webMCP-challenge	2026-08-29T19:00:49Z	0	TypeScript			https://github.com/Ariel-GonzAguer/ethiscope-webMCP-challenge
Ariel-GonzAguer/patchwork-webMCP-challenge	2026-08-29T18:53:46Z	0	TypeScript			https://github.com/Ariel-GonzAguer/patchwork-webMCP-challenge
Arpanthebaap/Kinstead	2026-08-29T13:00:43Z	0	JavaScript	Tiered-risk caregiving life-admin dashboard with human-in-the-loop WebMCP safety controls.	https://kinstead-z1nt.onrender.com/	https://github.com/Arpanthebaap/Kinstead
Atinamos/atinamos-webmcp-challenge	2026-08-29T10:05:02Z	0	JavaScript	WebMCP integration for the Atinamos Agent Shop — agent-native service discovery, quoting, market search, bounded x402 purchase initiation, and human-visible activity history.		https://github.com/Atinamos/atinamos-webmcp-challenge
BectorVoom/webmcp-playground	2026-08-29T05:49:33Z	0	TypeScript			https://github.com/BectorVoom/webmcp-playground
BefikerG/agent-qa	2026-08-29T08:18:36Z	0	TypeScript	Evidence-first evaluation and benchmarking infrastructure for Browser Agents and WebMCP execution.		https://github.com/BefikerG/agent-qa
Caleb0796/webmcp-probe	2026-08-29T08:11:23Z	0	HTML	A throwaway page for finding out what a browser or agent client actually does with WebMCP.		https://github.com/Caleb0796/webmcp-probe
ChristinaChenmohan/Returns-Desk_WebMCP	2026-08-29T02:45:31Z	0	TypeScript	"Returns and Exchanges Processing Station" for Small E-commerce Businesses/Independent Sellers		https://github.com/ChristinaChenmohan/Returns-Desk_WebMCP
CyberSeeds-uk/cyber-seeds-webmcp-challenge	2026-08-29T15:50:03Z	0	JavaScript	Cyber Seeds — human-authorised agentic safety for the digital home. OpenAI WebMCP Challenge 2026.	https://cyber-seeds-webmcp-challenge.pages.dev/	https://github.com/CyberSeeds-uk/cyber-seeds-webmcp-challenge
Damso74/umbra-webmcp	2026-08-29T08:52:24Z	0	JavaScript	UMBRA — an asymmetric WebMCP shadow theatre for one human and one AI.	https://umbra-webmcp.vercel.app	https://github.com/Damso74/umbra-webmcp
EF-Code/OpenRepair	2026-08-29T01:39:29Z	0	TypeScript	OpenRepair is an omni-repair workbench for people and AI agents — from photo to repair, demonstrated with a complete bicycle repair pack.	https://openrepair.vercel.app/	https://github.com/EF-Code/OpenRepair
Egemensezers/stealthdraft-webmcp	2026-08-29T08:27:46Z	0				https://github.com/Egemensezers/stealthdraft-webmcp
GharsallahDev/cahoots	2026-08-29T21:53:56Z	0	TypeScript	An escape room you can only beat in cahoots with your AI agent — built on WebMCP for the WebMCP Challenge	https://cahoots-vault.vercel.app	https://github.com/GharsallahDev/cahoots
HAIF-Khalil/carecircle	2026-08-29T02:40:59Z	0		CareCircle — family care-coordination board (WebMCP Challenge)		https://github.com/HAIF-Khalil/carecircle
HAIF-Khalil/pairboard	2026-08-29T02:43:15Z	0	TypeScript	Pairboard — shared card board with WebMCP (people + agents on the same surface)	https://haif-khalil.github.io/pairboard/	https://github.com/HAIF-Khalil/pairboard
HarzerHeribert/webMCP	2026-08-29T10:06:25Z	0	TypeScript	A compiler from human intent to a live, bounded WebMCP tool contract. Relay CRM is the host demo.	https://webmcp-weld.vercel.app	https://github.com/HarzerHeribert/webMCP
HyunsikParker/seriessafe	2026-08-29T03:41:51Z	0	TypeScript	Move a recurring event to a different day without losing the cancellations, make-ups and room changes you already set. A WebMCP-native web app for the OpenAI WebMCP Challenge.	https://hyunsikparker.github.io/seriessafe/	https://github.com/HyunsikParker/seriessafe
